product_name,product_type,sales_volume,price,sale_time,date,platform,brand,reviews,rating
Future-proofed cohesive benchmark,Điện thoại thông minh,2324,168.34,Tháng 1,2024-04-25,Shopee,Himalaya,15,3.9
Adaptive composite process improvement,Nước tẩy trang,817,253.46,Tháng 7,2024-01-04,Lazada,Olay,1,3.5
Realigned directional system engine,Đồ gỗ,1944,77.25,Tháng 3,2022-01-15,Lazada,Garnier Fructis,859,4.2
Fully-configurable cohesive frame,Sản phẩm chống lão hóa,2697,138.8,Tháng 12,2022-12-24,Lazada,Pond's,901,4.5
Enterprise-wide full-range matrices,Thiết bị gia đình,3087,170.15,Tháng 7,2023-04-08,Shopee,Kiehl's,992,1.4
Enterprise-wide human-resource toolset,Điện thoại thông minh,511,487.96,Tháng 1,2021-11-10,Lazada,Revlon,709,2.9
Mandatory clear-thinking capacity,Giày dép,4963,243.97,Tháng 3,2022-07-15,Shopee,Neutrogena,24,3.2
User-friendly system-worthy implementation,Sản phẩm tập thể dục,3658,262.93,Tháng 1,2023-05-29,Lazada,Zara,186,1.9
Optional explicit archive,Thực phẩm chức năng,3484,395.09,Tháng 11,2023-01-17,Lazada,Dell,646,4.5
Multi-layered bi-directional algorithm,Đồ gia dụng,1131,194.02,Tháng 12,2024-09-14,Lazada,Yves Rocher,174,1.1
Face-to-face eco-centric challenge,Sản phẩm tập thể dục,3324,114.48,Tháng 5,2022-11-13,Shopee,Shiseido,563,2.8
Upgradable fault-tolerant portal,Đồ chơi,4148,213.71,Tháng 5,2022-08-08,Lazada,L'Oreal Elvive,601,3.8
Business-focused fault-tolerant implementation,Đồ uống,4517,294.27,Tháng 5,2024-07-07,Lazada,Head & Shoulders,638,2.9
Optional didactic implementation,Máy làm đẹp,2945,98.98,Tháng 7,2024-03-15,Shopee,Dove Body Wash,480,4.9
Fundamental full-range core,Mỹ phẩm tự nhiên,3277,231.89,Tháng 2,2022-09-01,Shopee,Farsali,348,3.8
Function-based leadingedge paradigm,Mì ăn liền,548,30.13,Tháng 3,2023-02-16,Lazada,Burt's Bees,222,3.2
Face-to-face coherent standardization,Mỹ phẩm trang điểm,4943,125.85,Tháng 12,2023-08-28,Lazada,Farsali,946,4.6
Optimized 24/7 matrix,Kem chống nắng hóa học,1716,334.15,Tháng 7,2022-05-29,Shopee,Nivea,715,2.6
Phased fresh-thinking instruction set,Sản phẩm làm sạch,3316,353.8,Tháng 9,2023-09-08,Shopee,Nestle,100,3.8
Front-line impactful process improvement,Nước tẩy trang,2812,87.06,Tháng 10,2022-11-21,Shopee,L'Occitane,784,2.0
Intuitive reciprocal project,Dầu xả,2728,230.89,Tháng 3,2024-05-29,Shopee,Missha,219,2.0
Phased demand-driven implementation,Sản phẩm chống gàu,2558,36.24,Tháng 7,2023-10-06,Lazada,Tatcha,171,4.9
Streamlined intermediate middleware,Đồ uống,3991,272.92,Tháng 4,2022-09-28,Shopee,Dove Body Wash,669,3.1
Profit-focused maximized neural-net,Mặt nạ ngủ,3823,52.47,Tháng 8,2022-12-09,Lazada,Paula's Choice,577,2.5
Implemented clear-thinking task-force,Đồ dùng học tập,1598,141.27,Tháng 8,2023-07-19,Lazada,Zara,394,1.8
Quality-focused eco-centric structure,Nước cân bằng,1656,454.76,Tháng 4,2022-03-30,Shopee,Sally Hansen,936,3.9
Front-line empowering throughput,Sản phẩm chống lão hóa,613,341.99,Tháng 9,2022-06-03,Lazada,Fa,880,2.2
Open-source asymmetric implementation,Máy sấy tóc,4803,429.74,Tháng 4,2022-02-21,Shopee,L'Occitane,637,3.8
Synergized homogeneous emulation,Sản phẩm bảo vệ môi trường,2776,428.01,Tháng 5,2022-02-18,Lazada,Etude House,64,1.5
Virtual holistic Internet solution,Nước cân bằng,3644,30.26,Tháng 10,2024-06-10,Shopee,Neutrogena,261,3.0
Compatible cohesive capability,Nước hoa nữ,4248,28.74,Tháng 12,2024-01-15,Lazada,The Inkey List,989,4.6
Polarized real-time system engine,Kem dưỡng,834,32.73,Tháng 10,2022-05-01,Lazada,Kiehl's,50,3.8
Future-proofed background concept,Mỹ phẩm trang điểm,757,345.11,Tháng 9,2024-06-29,Lazada,L'Oréal,398,2.4
Decentralized hybrid capacity,Sản phẩm công nghệ,3368,401.04,Tháng 2,2022-02-25,Lazada,Maybelline,737,1.6
Switchable leadingedge functionalities,Đồ chơi giáo dục,11,224.03,Tháng 10,2024-04-26,Shopee,Pond's,555,1.3
Optimized mission-critical secured line,Máy sấy tóc,2943,326.48,Tháng 7,2021-12-01,Lazada,Garnier SkinActive,830,4.2
Persistent local database,Văn phòng phẩm,1321,146.73,Tháng 2,2024-09-29,Lazada,Dell,756,2.6
Secured foreground info-mediaries,Bảng phấn mắt,444,472.13,Tháng 3,2022-07-11,Lazada,SK-II,555,1.3
Advanced national orchestration,Sản phẩm chăm sóc thú cưng,951,315.26,Tháng 10,2024-05-15,Shopee,Garnier,733,3.2
Optimized heuristic framework,Máy tính xách tay,2110,184.6,Tháng 3,2024-03-14,Shopee,Avène,196,3.6
Reduced tangible budgetary management,Đồ handmade,1874,81.27,Tháng 3,2022-01-11,Shopee,Dove Purely Pampering,202,2.4
Cross-platform value-added time-frame,Sản phẩm làm săn chắc,3008,346.61,Tháng 11,2023-09-27,Lazada,Avène,691,3.2
Secured fault-tolerant encryption,Sản phẩm xịt khoáng,3326,383.71,Tháng 6,2021-12-12,Shopee,Adidas,388,1.2
Automated intermediate website,Mỹ phẩm Nhật Bản,1712,497.65,Tháng 1,2023-10-14,Shopee,Shu Uemura,241,3.2
Re-engineered empowering Internet solution,Sữa tắm,770,341.08,Tháng 11,2024-05-26,Shopee,Benton,857,3.0
Object-based 5thgeneration framework,Bột ăn dặm,1175,297.56,Tháng 2,2023-04-18,Lazada,Dove Purely Pampering,238,1.1
Cloned 6thgeneration parallelism,Đồ dùng nhà bếp,4368,198.34,Tháng 8,2023-02-25,Lazada,Farsali,871,3.3
Multi-layered demand-driven help-desk,Mỹ phẩm Hàn Quốc,4906,419.45,Tháng 6,2023-06-14,Shopee,Etude House,116,3.0
Adaptive multimedia frame,Gia dụng,2884,267.23,Tháng 4,2022-04-07,Lazada,Mason Jar,934,2.1
Configurable multi-tasking orchestration,Thiết bị gia đình,1398,377.06,Tháng 4,2024-02-28,Shopee,Tatcha,148,4.1
Extended hybrid budgetary management,Son bóng,3129,97.19,Tháng 8,2023-08-03,Shopee,Coca-Cola,463,1.8
Down-sized user-facing architecture,Đồ bơi,1014,275.62,Tháng 2,2022-04-12,Shopee,Physiogel,482,2.8
User-friendly scalable info-mediaries,Thực phẩm chức năng,1608,253.4,Tháng 4,2022-10-28,Shopee,Colgate,25,3.0
Function-based bifurcated challenge,Sản phẩm làm sạch cơ thể,4316,95.85,Tháng 10,2024-05-05,Lazada,MAC Cosmetics,87,3.9
Reduced dedicated architecture,Thiết bị âm thanh,3846,255.3,Tháng 1,2023-02-13,Shopee,Missha,443,2.8
Managed exuding success,Sản phẩm công nghệ,1795,87.07,Tháng 9,2022-03-03,Shopee,Muji,803,3.2
Customizable grid-enabled definition,Mỹ phẩm Hàn Quốc,2131,151.55,Tháng 7,2023-01-10,Shopee,Cosrx,127,4.0
Intuitive 3rdgeneration Graphic Interface,Sữa tắm,2043,418.85,Tháng 8,2023-08-27,Lazada,Adidas,225,2.0
Organized cohesive utilization,Nước tẩy trang,4800,329.68,Tháng 2,2022-09-08,Shopee,Eucerin,874,1.7
Customer-focused full-range model,Sản phẩm làm đẹp,1684,85.93,Tháng 8,2022-04-06,Shopee,Glade,291,2.7
Organized dedicated software,Son bóng,100,297.95,Tháng 12,2023-04-05,Shopee,Fenty Beauty,330,3.9
Pre-emptive responsive database,Sữa tắm,4552,433.17,Tháng 8,2022-08-19,Lazada,Farsali,795,3.8
Organized exuding contingency,Dầu gội,2988,364.76,Tháng 11,2024-09-30,Lazada,Garnier SkinActive,841,4.2
Networked composite neural-net,Bộ sản phẩm chăm sóc da,1794,407.13,Tháng 7,2024-05-24,Lazada,Almay,455,2.7
Reactive non-volatile emulation,Mì ăn liền,3252,384.94,Tháng 2,2023-09-19,Shopee,Etude House,628,1.8
Operative even-keeled leverage,Bảng phấn mắt,4144,49.12,Tháng 6,2024-07-24,Lazada,Zara,463,3.2
Optimized tangible time-frame,Kem dưỡng,600,496.3,Tháng 7,2022-07-22,Lazada,Fanta,360,4.3
Synchronized bi-directional array,Bánh ngọt,2589,116.54,Tháng 9,2024-07-16,Lazada,Nivea Men,393,1.3
Expanded needs-based toolset,Đồ handmade,4126,225.36,Tháng 8,2022-05-15,Lazada,The Ordinary,387,4.1
Function-based stable extranet,Sản phẩm xịt khoáng,2844,437.08,Tháng 7,2024-08-20,Shopee,Missha,822,2.9
Grass-roots encompassing monitoring,Sản phẩm làm sạch sâu,1031,387.67,Tháng 8,2024-02-20,Shopee,NARS,293,1.1
Stand-alone dynamic extranet,Máy làm đẹp,2730,179.86,Tháng 1,2023-02-08,Shopee,Aveeno,544,3.1
Secured grid-enabled attitude,Phụ kiện điện thoại,4549,144.53,Tháng 6,2023-04-06,Lazada,Clinique,640,2.1
Compatible modular projection,Thiết bị âm thanh,2973,248.98,Tháng 8,2023-01-20,Shopee,SkinCeuticals,426,4.5
Grass-roots scalable framework,Máy ảnh,2873,44.32,Tháng 5,2024-06-14,Shopee,Shu Uemura,249,3.1
Exclusive 3rdgeneration success,Bột ăn dặm,827,22.18,Tháng 10,2021-12-10,Shopee,Dove Purely Pampering,518,4.6
Proactive demand-driven pricing structure,Máy lọc không khí,3042,45.09,Tháng 1,2023-06-04,Shopee,Laneige,612,2.4
Reverse-engineered dedicated encryption,Sản phẩm chăm sóc da mặt,1091,192.27,Tháng 6,2023-10-25,Lazada,TRESemmé,240,2.6
Adaptive neutral moratorium,Sản phẩm làm mềm da,3914,139.63,Tháng 3,2022-03-10,Lazada,Garnier,502,2.0
Diverse client-server Graphic Interface,Dầu tẩy trang,3982,439.37,Tháng 1,2022-01-22,Shopee,NARS,171,3.5
Upgradable empowering migration,Nước hoa nam,2910,146.76,Tháng 5,2022-04-16,Shopee,Sally Hansen,286,1.2
Function-based 6thgeneration Graphical User Interface,Bột ăn dặm,3696,326.41,Tháng 6,2024-05-18,Lazada,Himalaya,529,2.4
Ameliorated context-sensitive adapter,Bút kẻ mắt,4660,274.52,Tháng 5,2024-04-09,Shopee,Benton,860,3.4
Seamless optimal Graphical User Interface,Thiết bị thể thao,3805,351.77,Tháng 8,2022-03-14,Shopee,Nestle,656,4.9
Vision-oriented holistic customer loyalty,Gel lô hội,3007,476.2,Tháng 7,2023-02-23,Lazada,Fa,792,3.1
Robust non-volatile utilization,Sản phẩm dưỡng tóc,2272,48.69,Tháng 9,2022-04-22,Lazada,Anastasia Beverly Hills,170,3.3
Front-line cohesive paradigm,Thực phẩm chức năng,3806,378.7,Tháng 1,2022-05-25,Lazada,SkinCeuticals,792,3.6
Persistent actuating service-desk,Sản phẩm trị mụn,3482,415.97,Tháng 10,2024-08-01,Lazada,Burt's Bees,615,1.9
Multi-channeled impactful support,Điện tử,2045,248.48,Tháng 2,2023-08-09,Shopee,Burt's Bees,330,1.8
Reverse-engineered dedicated product,Mỹ phẩm Nhật Bản,4696,241.72,Tháng 9,2023-01-08,Shopee,Huggies,37,3.7
Multi-layered value-added encoding,Nước cân bằng,1554,181.98,Tháng 7,2022-03-11,Shopee,The Body Shop Tea Tree,104,1.3
Cross-group discrete solution,Bánh ngọt,1998,69.89,Tháng 3,2023-12-07,Shopee,Aveda,106,2.5
Proactive zero tolerance moderator,Máy làm đẹp,4640,366.11,Tháng 1,2023-06-15,Lazada,The Inkey List,743,1.0
Business-focused tertiary function,Bánh ngọt,394,323.76,Tháng 5,2024-02-12,Lazada,Olay Regenerist,735,1.0
Total client-driven architecture,Sản phẩm làm đẹp,4195,227.14,Tháng 2,2023-05-12,Lazada,L'Oreal Elvive,205,4.2
Devolved analyzing Graphic Interface,Kem dưỡng,4019,345.22,Tháng 11,2023-08-20,Shopee,Neutrogena,857,1.4
Organized real-time algorithm,Đồ chơi,170,25.84,Tháng 7,2022-07-30,Shopee,Jojoba Oil,395,4.8
Reverse-engineered asymmetric architecture,Kem chống nắng hóa học,4887,51.8,Tháng 11,2023-05-15,Lazada,NARS,113,1.2
Expanded transitional standardization,Bánh kẹo,790,208.47,Tháng 1,2022-01-14,Shopee,Almay,596,3.2
Triple-buffered well-modulated encoding,Mỹ phẩm,2322,146.7,Tháng 3,2022-04-26,Shopee,Glade,727,2.8
Configurable responsive matrix,Thời trang,3508,190.31,Tháng 6,2022-04-07,Shopee,Estée Lauder,884,1.7
Multi-layered impactful toolset,Nước cân bằng,2074,123.49,Tháng 5,2024-01-17,Lazada,Smashbox,724,3.7
Programmable reciprocal toolset,Sản phẩm giảm thâm,715,392.73,Tháng 9,2022-03-22,Lazada,SK-II,168,4.9
Up-sized intangible groupware,Đồ uống,4149,52.55,Tháng 6,2023-11-24,Shopee,Biore,178,4.5
Centralized contextually-based initiative,Đồ trang trí,957,231.39,Tháng 11,2023-05-27,Lazada,Olay,117,3.8
Centralized even-keeled Local Area Network,Sản phẩm làm sạch,3280,406.51,Tháng 7,2023-12-05,Lazada,Eucerin,983,1.9
Phased grid-enabled website,Đồ handmade,2948,411.49,Tháng 10,2024-09-10,Shopee,Benton,203,4.8
Object-based zero administration task-force,Thiết bị điện tử,2690,106.11,Tháng 7,2024-10-16,Shopee,Dr. Jart+,679,2.6
Synergistic system-worthy pricing structure,Bột ăn dặm,2521,478.47,Tháng 10,2023-08-20,Lazada,Estée Lauder,122,4.6
Integrated client-driven application,Mỹ phẩm trang điểm,783,26.64,Tháng 6,2024-04-01,Shopee,Dove Men+Care,104,4.4
Multi-channeled 6thgeneration leverage,Nước hoa,2716,353.26,Tháng 2,2022-05-30,Shopee,Missha,479,1.2
Persevering bandwidth-monitored success,Tinh chất dưỡng da,989,415.17,Tháng 5,2022-01-16,Shopee,Adidas,161,2.9
Up-sized neutral migration,Thiết bị âm thanh,4568,230.32,Tháng 10,2023-07-22,Lazada,TRESemmé,560,3.1
Streamlined tertiary collaboration,Máy lọc không khí,4030,488.68,Tháng 12,2024-04-06,Lazada,Revlon,387,3.1
Inverse multi-state adapter,Bột ăn dặm,1060,122.2,Tháng 8,2023-11-26,Lazada,Zara,701,3.0
Streamlined hybrid installation,Thiết bị chiếu sáng,4454,490.37,Tháng 7,2022-11-10,Lazada,L'Occitane,1000,4.7
Networked impactful encryption,Sản phẩm bảo vệ môi trường,4271,400.44,Tháng 3,2022-04-01,Lazada,Biore,963,2.1
Horizontal stable paradigm,Đồ gỗ,1693,404.49,Tháng 7,2024-03-23,Lazada,Kose,450,3.2
User-friendly optimizing complexity,Mỹ phẩm tự nhiên,1292,448.95,Tháng 9,2023-10-04,Lazada,Drunk Elephant,73,3.2
Networked actuating standardization,Máy tính xách tay,1146,208.6,Tháng 7,2023-07-31,Lazada,TIGI,737,2.7
Vision-oriented transitional collaboration,Nước hoa nam,2217,26.69,Tháng 12,2022-10-28,Shopee,The Inkey List,222,2.2
Automated client-server initiative,Nước hoa nữ,3874,300.62,Tháng 10,2024-03-05,Lazada,L'Oréal,922,1.6
Synchronized executive application,Dầu tẩy trang,4315,207.92,Tháng 4,2024-01-31,Shopee,Sunsilk,222,3.1
Exclusive discrete flexibility,Mì ăn liền,3315,311.91,Tháng 6,2022-02-02,Lazada,Biore,313,2.4
Polarized hybrid contingency,Sản phẩm làm săn chắc,24,245.93,Tháng 5,2024-09-07,Shopee,Samsung,718,2.5
Cross-group multimedia function,Giày dép,3116,292.09,Tháng 5,2022-02-03,Lazada,Dove,39,1.8
Operative asymmetric Internet solution,Sản phẩm chăm sóc thú cưng,3867,92.1,Tháng 12,2022-06-18,Lazada,Hada Labo,166,4.5
Visionary zero administration artificial intelligence,Mỹ phẩm tự nhiên,2496,301.72,Tháng 9,2024-04-14,Shopee,Colgate,615,2.3
Synergistic heuristic matrix,Mặt nạ dưỡng da,655,473.21,Tháng 1,2023-11-10,Lazada,Garnier SkinActive,267,1.1
Centralized optimal solution,Đồ ăn nhanh,4279,467.27,Tháng 8,2024-08-20,Lazada,Missha,869,4.1
Balanced dedicated intranet,Đồ handmade,4027,108.17,Tháng 11,2022-08-03,Shopee,Anastasia Beverly Hills,207,1.1
Streamlined actuating project,Mỹ phẩm trang điểm,2588,53.6,Tháng 11,2021-11-20,Shopee,Bioré,547,1.9
Ameliorated upward-trending concept,Đồ handmade,4151,36.78,Tháng 1,2022-08-05,Shopee,O.P.I.,787,1.1
Customer-focused executive portal,Túi xách,4743,288.11,Tháng 8,2022-02-05,Lazada,Tatcha,242,4.2
Networked analyzing structure,Sản phẩm giảm thâm,4495,417.2,Tháng 7,2024-01-10,Lazada,Chanel,647,1.7
Fully-configurable 24/7 solution,Sản phẩm công nghệ,4802,450.68,Tháng 12,2023-09-14,Lazada,Burt's Bees,416,3.6
Team-oriented maximized success,Gia dụng,2606,365.13,Tháng 3,2023-12-11,Lazada,Nike,623,2.9
Customer-focused bifurcated middleware,Nước hoa nam,3382,228.01,Tháng 6,2024-07-11,Shopee,Aveda,785,3.9
Integrated intangible open system,Dầu gội,1954,222.64,Tháng 8,2021-12-03,Lazada,Garnier Fructis,835,2.4
Profit-focused dedicated model,Thiết bị âm thanh,527,295.05,Tháng 1,2022-01-16,Shopee,Tatcha,461,3.6
Open-architected stable customer loyalty,Thời trang,2370,269.4,Tháng 12,2023-01-09,Lazada,L'Oréal Professionnel,588,1.4
Object-based methodical monitoring,Đồ dùng học tập,1066,67.11,Tháng 5,2024-04-08,Lazada,Nike,810,2.0
Diverse real-time Local Area Network,Đồ trang trí,1970,74.91,Tháng 6,2022-12-08,Lazada,Aveeno,4,1.1
Vision-oriented systematic support,Gia dụng,1810,240.07,Tháng 6,2024-04-21,Lazada,Olay,315,3.9
Synchronized fault-tolerant groupware,Đồ ăn nhanh,3704,238.11,Tháng 1,2022-09-19,Shopee,Adidas,301,3.4
Vision-oriented incremental toolset,Đồ gia dụng,3439,188.92,Tháng 6,2022-09-23,Lazada,Lancôme,95,2.9
Re-contextualized explicit portal,Sản phẩm làm sạch,943,431.87,Tháng 12,2023-10-16,Lazada,Laneige,18,3.8
Multi-lateral responsive info-mediaries,Thiết bị chiếu sáng,262,243.24,Tháng 5,2022-08-07,Shopee,Neutrogena,765,4.7
Multi-tiered object-oriented superstructure,Kem chống nắng vật lý,1737,369.7,Tháng 2,2023-11-01,Lazada,Yves Rocher,207,1.2
Extended needs-based core,Đồ trang trí,1515,128.52,Tháng 7,2023-04-27,Shopee,Yves Saint Laurent,466,4.9
Front-line intermediate leverage,Dầu tẩy trang,3684,333.2,Tháng 2,2024-03-09,Lazada,Althea,422,3.4
Centralized well-modulated knowledgebase,Kem dưỡng,2133,303.33,Tháng 10,2023-02-28,Shopee,Olay,690,3.6
Managed reciprocal matrices,Phụ kiện điện thoại,2303,344.4,Tháng 11,2024-01-04,Shopee,Himalaya,674,4.9
Virtual value-added function,Bút kẻ mắt,547,420.54,Tháng 5,2024-01-06,Shopee,Jojoba Oil,748,1.4
Exclusive optimizing open system,Máy tính xách tay,61,298.83,Tháng 8,2022-09-12,Lazada,L'Oréal Professionnel,343,3.9
Object-based user-facing budgetary management,Đồ uống,4931,291.15,Tháng 11,2023-06-07,Lazada,Kose,876,4.8
Vision-oriented demand-driven extranet,Thiết bị gia đình,4563,404.39,Tháng 11,2022-09-18,Lazada,Garnier Fructis,874,2.0
Open-source global framework,Điện thoại thông minh,1614,202.85,Tháng 1,2023-05-01,Shopee,Almay,342,3.8
Versatile value-added leverage,Sản phẩm giảm cân,2065,253.61,Tháng 8,2023-12-30,Shopee,Simple,265,3.9
Streamlined logistical standardization,Bút kẻ mắt,2639,194.44,Tháng 4,2021-12-14,Lazada,Maybelline,991,1.9
Mandatory zero tolerance capability,Thực phẩm,9,34.25,Tháng 2,2023-11-11,Lazada,CeraVe,364,1.3
Re-contextualized even-keeled conglomeration,Bút kẻ mắt,943,397.36,Tháng 7,2022-11-20,Shopee,Fenty Beauty,837,3.8
Configurable full-range hub,Máy làm đẹp,3928,489.79,Tháng 3,2024-08-09,Lazada,P&G,236,3.4
Synergistic modular info-mediaries,Mỹ phẩm hữu cơ,1986,108.95,Tháng 2,2023-01-18,Lazada,Eucerin,708,2.2
Streamlined zero tolerance Graphic Interface,Sách,4516,241.0,Tháng 9,2024-06-07,Lazada,Smashbox,696,4.3
Managed bandwidth-monitored superstructure,Thiết bị điện tử,1699,146.19,Tháng 10,2022-12-22,Lazada,Burt's Bees,365,4.7
Robust multi-tasking throughput,Đồ gia dụng,1978,70.73,Tháng 3,2024-07-27,Lazada,L'Oreal Elvive,721,1.2
Pre-emptive intermediate framework,Thiết bị gia đình,4524,331.24,Tháng 1,2022-02-13,Shopee,Zara,610,2.4
Devolved neutral Graphical User Interface,Mỹ phẩm Nhật Bản,1239,174.4,Tháng 10,2024-05-23,Shopee,Dove,43,1.1
User-centric holistic system engine,Gel lô hội,1769,63.56,Tháng 12,2021-11-20,Lazada,Dove Men+Care,881,1.9
Intuitive didactic firmware,Gel tắm,2047,104.68,Tháng 6,2023-11-03,Lazada,Mason Jar,61,2.5
Customizable bandwidth-monitored instruction set,Nước hoa,32,368.37,Tháng 4,2023-01-16,Shopee,Muji,138,2.3
Team-oriented transitional focus group,Thực phẩm chức năng giảm cân,2534,102.88,Tháng 9,2024-05-19,Shopee,CeraVe,178,2.6
Re-engineered local interface,Sản phẩm dưỡng móng,3282,329.2,Tháng 8,2022-03-29,Lazada,Tatcha,338,4.9
Synergistic 4thgeneration Graphic Interface,Serum retinol,456,407.16,Tháng 8,2024-01-02,Lazada,Zara,811,3.5
Reactive interactive neural-net,Nước cân bằng,617,430.33,Tháng 6,2021-11-13,Shopee,Coca-Cola,401,3.7
Reduced neutral implementation,Gia dụng,4996,146.74,Tháng 1,2023-06-02,Shopee,The Body Shop Tea Tree,977,5.0
Devolved human-resource website,Nước cân bằng,591,195.11,Tháng 9,2024-02-28,Shopee,Adidas,526,2.6
Total tangible matrix,Sản phẩm chăm sóc thú cưng,553,197.58,Tháng 6,2021-12-30,Shopee,Revlon,689,2.1
Extended discrete capability,Đồ handmade,2154,109.26,Tháng 2,2022-08-16,Shopee,Tony Moly,646,4.1
User-friendly optimizing installation,Sản phẩm chăm sóc da mặt,2990,28.37,Tháng 9,2024-09-09,Shopee,Yves Rocher,519,3.1
